RecordID,AadhaarNo,IMEI,MSISDN,StartTime,EndTime,Duration,SourceIP,SourcePort,DestinationIP,DestinationPort,Protocol,BytesUpload,BytesDownload,Service,AppName,ISP,CellTowerID,LAC,SessionType,DataType,Location,IsSuspicious,SuspiciousFlags,ConnectionQuality
e33e7a26-3349-44e5-82a6-6c6c501e3d1c,091578436999,358495098700641,6857111219,2025-08-23T02:23:51.532943,2025-08-23T02:24:30.532943,39,117.18.103.160,29402,188.5.147.111,443,HTTPS,208802,3704802,Instagram,Instagram,Vi,CTDEL3592,LAC6833,Data,Social,"28.615631,77.406214",False,,Good
d35388f2-0e42-4ca5-935b-8e8de15d039e,091578436999,352267117062345,6857111219,2025-08-23T02:24:03.532943,2025-08-23T02:27:31.532943,208,125.99.104.252,19233,172.217.160.78,80,HTTPS,830007,31289533,YouTube,YouTube,Vi,CTDEL1218,LAC9994,Data,Video,"28.629494,77.447179",False,,Good
0c2314d5-fa7d-4141-952f-fd6f5cd39e83,091578436999,352267115295198,6857111219,2025-08-23T02:24:54.532943,2025-08-23T02:47:40.532943,1366,203.122.246.127,50922,161.40.172.160,443,HTTPS,57388,1856947,Instagram,Instagram,Vi,CTDEL2936,LAC8453,Data,Social,"28.644022,77.377057",False,,Good
60be5892-ef15-441e-bd6f-c1bd90c83f25,091578436999,352267115295198,6857111219,2025-08-23T02:25:12.532943,2025-08-23T02:27:46.532943,154,203.122.246.127,25890,157.240.12.35,443,HTTPS,15466,328309,WhatsApp,WhatsApp,Vi,CTDEL7238,LAC9854,Data,IM,"28.621269,77.413108",False,,Good
8d0ffd9f-a8d5-4e8b-89d3-acfe6a1169fd,091578436999,352267115295198,6857111219,2025-08-23T02:25:45.532943,2025-08-23T02:46:59.532943,1274,117.97.105.16,42076,172.217.160.78,80,HTTPS,518991,27767264,YouTube,YouTube,Vi,CTDEL2067,LAC3194,Data,Video,"28.60912,77.434281",False,,Good
30d17c54-5d83-4322-a744-f54557f04920,091578436999,358755076239037,6857111219,2025-08-23T02:27:20.532943,2025-08-23T02:34:54.532943,454,203.122.205.130,56166,157.240.12.35,5222,HTTPS,21966,266982,WhatsApp,WhatsApp,Vi,CTDEL4204,LAC4960,Data,IM,"28.633606,77.427952",False,,Good
9b578baf-f85e-45e5-bd43-664994bf126f,091578436999,358495098700641,6857111219,2025-08-23T02:27:30.532943,2025-08-23T02:50:23.532943,1373,125.99.104.252,22229,157.240.12.35,5222,HTTPS,12091,268086,WhatsApp,WhatsApp,Vi,CTDEL5297,LAC3157,Data,IM,"28.591078,77.394568",False,,Good
1753c056-fda9-4d33-b0ec-79be2672abf6,091578436999,358495098700641,6857111219,2025-08-23T02:27:42.532943,2025-08-23T02:35:06.532943,444,103.21.56.187,45815,220.90.220.69,443,HTTPS,198834,3232899,Instagram,Instagram,Vi,CTDEL8677,LAC1166,Data,Social,"28.61967,77.422271",False,,Good
55126d53-d89f-4170-adb6-2045d82a3470,091578436999,358495098700641,6857111219,2025-08-23T02:28:45.532943,2025-08-23T02:37:47.532943,542,117.18.103.160,30237,197.255.107.235,443,HTTPS,291595,4322363,Instagram,Instagram,Vi,CTDEL1865,LAC8668,Data,Social,"28.621269,77.394097",False,,Good
adbe34d3-9d0d-481a-b9b4-65307af7dfea,091578436999,352267115295198,6857111219,2025-08-23T02:29:27.532943,2025-08-23T02:48:13.532943,1126,125.99.104.252,60532,142.250.183.14,80,HTTPS,625719,17951479,YouTube,YouTube,Vi,CTDEL3802,LAC8790,Data,Video,"28.586938,77.402153",False,,Good
55c08b09-cf4f-44ac-a65e-3e94710e1554,091578436999,358755076239037,6857111219,2025-08-23T02:29:54.532943,2025-08-23T02:31:05.532943,71,125.99.165.149,62627,142.250.183.14,80,HTTPS,954848,6721191,YouTube,YouTube,Vi,CTDEL3640,LAC5170,Data,Video,"28.628753,77.416193",False,,Good
5a5c058c-4d32-47d8-8f2a-1f3e89f74d21,091578436999,358495098700641,6857111219,2025-08-23T02:30:23.532943,2025-08-23T02:32:17.532943,114,117.18.103.160,58225,142.250.183.14,443,HTTPS,806570,11021674,YouTube,YouTube,Vi,CTDEL5010,LAC7234,Data,Video,"28.61007,77.388933",False,,Good
2dc07432-c0f3-439a-bb78-cb57ce02a35f,091578436999,358495098700641,6857111219,2025-08-23T02:30:41.532943,2025-08-23T02:59:54.532943,1753,103.21.56.187,47234,172.217.160.78,443,HTTPS,476920,28832879,YouTube,YouTube,Vi,CTDEL6318,LAC7860,Data,Video,"28.619605,77.418836",False,,Good
641168a1-ec29-4ed9-be09-8080be616569,091578436999,352267115295198,6857111219,2025-08-23T02:31:48.532943,2025-08-23T02:33:02.532943,74,203.122.205.130,53136,4.205.187.158,443,HTTPS,171609,3327250,Instagram,Instagram,Vi,CTDEL4361,LAC4228,Data,Social,"28.627548,77.423836",False,,Good
16b30f41-7919-498f-b7e6-144d5f278b63,091578436999,352267115295198,6857111219,2025-08-23T02:32:23.532943,2025-08-23T02:33:41.532943,78,117.18.103.160,39331,91.108.4.41,443,HTTPS,18181,225027,WhatsApp,WhatsApp,Vi,CTDEL9770,LAC8367,Data,IM,"28.592413,77.413908",False,,Good
ec021d07-ff06-45cf-8365-174969be635f,091578436999,352267117062345,6857111219,2025-08-23T02:33:07.532943,2025-08-23T02:41:24.532943,497,117.18.103.160,52881,221.165.74.3,443,HTTPS,427548,4890126,Instagram,Instagram,Vi,CTDEL8073,LAC2971,Data,Social,"28.573999,77.429679",False,,Good
2e478002-5388-4df4-a55d-0b114072b55f,091578436999,358495098700641,6857111219,2025-08-23T02:33:53.532943,2025-08-23T02:37:42.532943,229,203.122.246.127,25676,159.166.17.190,443,HTTPS,156162,1664081,Instagram,Instagram,Vi,CTDEL8707,LAC1577,Data,Social,"28.60701,77.426442",False,,Good
62ad2520-14bf-430d-ba9d-f2694d138074,091578436999,358495098700641,6857111219,2025-08-23T02:33:57.532943,2025-08-23T02:36:30.532943,153,106.51.120.160,38712,157.240.12.35,443,HTTPS,44835,350885,WhatsApp,WhatsApp,Vi,CTDEL2237,LAC3018,Data,IM,"28.611288,77.428272",False,,Good
87f5844e-98cf-42a0-b3fe-96e386f09b2e,091578436999,358495098700641,6857111219,2025-08-23T02:34:34.532943,2025-08-23T02:36:15.532943,101,117.97.14.227,3213,142.250.183.14,80,HTTPS,826401,34050330,YouTube,YouTube,Vi,CTDEL5445,LAC3390,Data,Video,"28.61157,77.419432",False,,Good
e73a6a35-8003-4e78-9ecc-b7dc00bc3942,091578436999,358755076239037,6857111219,2025-08-23T02:34:35.532943,2025-08-23T02:37:41.532943,186,117.97.14.227,55191,222.18.0.8,443,HTTPS,116368,3958522,Instagram,Instagram,Vi,CTDEL7017,LAC9677,Data,Social,"28.625605,77.420591",False,,Good
b779b09b-ecb5-4226-8869-02f20ccbd60d,091578436999,352267117062345,6857111219,2025-08-23T02:34:47.532943,2025-08-23T02:37:21.532943,154,203.122.246.127,29324,14.96.140.237,443,HTTPS,97524,2892288,Instagram,Instagram,Vi,CTDEL6661,LAC8108,Data,Social,"28.622219,77.405683",False,,Good
77bd3da2-9a8a-4393-9d91-e5364eda3df3,091578436999,358755076239037,6857111219,2025-08-23T02:35:05.532943,2025-08-23T02:47:35.532943,750,117.97.105.16,22548,142.250.183.14,80,HTTPS,612347,15541143,YouTube,YouTube,Vi,CTDEL1017,LAC2656,Data,Video,"28.610076,77.464953",False,,Good
5d882a3f-7c86-4df2-90a9-46b3fcc98472,091578436999,358495098700641,6857111219,2025-08-23T02:35:13.532943,2025-08-23T02:48:03.532943,770,117.18.103.160,16490,172.217.160.78,80,HTTPS,435423,28722006,YouTube,YouTube,Vi,CTDEL8159,LAC7929,Data,Video,"28.631128,77.396843",False,,Good
4960f6ba-40f6-4acc-bc69-40de94159248,091578436999,358495098700641,6857111219,2025-08-23T02:35:13.532943,2025-08-23T02:37:55.532943,162,117.97.14.227,12082,91.108.4.41,443,HTTPS,20807,269756,WhatsApp,WhatsApp,Vi,CTDEL1464,LAC1861,Data,IM,"28.633581,77.440913",False,,Good
c4a5acd0-a88f-4d51-947a-c2e4e15d2c9a,091578436999,352267117062345,6857111219,2025-08-23T02:35:14.532943,2025-08-23T02:36:57.532943,103,117.97.14.227,37869,142.250.183.14,80,HTTPS,601510,16210031,YouTube,YouTube,Vi,CTDEL7152,LAC9124,Data,Video,"28.618052,77.402645",False,,Good
7ea6acaa-4b34-4949-8a86-be7501dfbc37,091578436999,358755076239037,6857111219,2025-08-23T02:35:19.532943,2025-08-23T02:45:05.532943,586,125.99.27.12,58751,157.240.12.35,443,HTTPS,39847,136778,WhatsApp,WhatsApp,Vi,CTDEL1404,LAC6057,Data,IM,"28.635097,77.407761",False,,Good
14f1356d-4a72-4868-ac55-72616221b9f6,091578436999,352267115295198,6857111219,2025-08-23T02:36:55.532943,2025-08-23T02:48:20.532943,685,125.99.165.149,45190,157.240.12.35,5222,HTTPS,26669,118255,WhatsApp,WhatsApp,Vi,CTDEL4785,LAC2613,Data,IM,"28.59052,77.419894",False,,Good
e08862aa-c4f6-4f6a-a897-f9be9b041945,091578436999,358495098700641,6857111219,2025-08-23T02:37:02.532943,2025-08-23T02:38:21.532943,79,103.21.56.187,58367,91.108.4.41,443,HTTPS,14773,211293,WhatsApp,WhatsApp,Vi,CTDEL5027,LAC4131,Data,IM,"28.640071,77.438747",False,,Good
2d9a31f6-134c-4838-81ee-d631e840b221,091578436999,358495098700641,6857111219,2025-08-23T02:37:37.532943,2025-08-23T02:38:48.532943,71,117.18.103.160,20520,194.207.47.61,443,HTTPS,156367,834136,Instagram,Instagram,Vi,CTDEL6812,LAC1746,Data,Social,"28.605365,77.376214",False,,Good
7226a170-a125-4d5f-a5ad-8bbd14188173,091578436999,352267117062345,6857111219,2025-08-23T02:38:11.532943,2025-08-23T03:01:54.532943,1423,203.122.205.130,57355,201.50.44.134,443,HTTPS,142559,846100,Instagram,Instagram,Vi,CTDEL8670,LAC2589,Data,Social,"28.573425,77.426206",False,,Good
795c707c-7ed8-4fba-8816-299e5e7a1d48,091578436999,358755076239037,6857111219,2025-08-23T02:43:00.532943,2025-08-23T03:07:50.532943,1490,125.99.165.149,33023,157.240.12.35,5222,HTTPS,6922,393136,WhatsApp,WhatsApp,Vi,CTDEL1978,LAC6528,Data,IM,"28.648651,77.390978",False,,Good
436772bd-aaec-43df-b96a-a2951462fdc5,091578436999,358495098700641,6857111219,2025-08-23T02:44:31.532943,2025-08-23T03:01:41.532943,1030,203.122.246.127,13325,91.108.4.41,5222,HTTPS,43710,106649,WhatsApp,WhatsApp,Vi,CTDEL7393,LAC2644,Data,IM,"28.607674,77.391151",False,,Good
d453ea39-333d-43ef-bc77-5ac6dbd612d8,091578436999,358495098700641,6857111219,2025-08-23T02:44:32.532943,2025-08-23T02:45:37.532943,65,203.122.74.209,58912,202.33.85.46,443,HTTPS,304804,3505341,Instagram,Instagram,Vi,CTDEL8620,LAC4229,Data,Social,"28.644448,77.455457",False,,Good
14ca699d-5d49-4c97-9d4d-114e1fcfa8df,091578436999,358755076239037,6857111219,2025-08-23T02:45:31.532943,2025-08-23T02:54:54.532943,563,106.51.120.160,13754,172.217.160.78,80,HTTPS,299442,8310079,YouTube,YouTube,Vi,CTDEL4715,LAC4671,Data,Video,"28.625609,77.415158",False,,Good
f15831f9-fec6-4d55-9983-681b36edd298,091578436999,352267115295198,6857111219,2025-08-23T02:45:44.532943,2025-08-23T02:46:46.532943,62,203.122.74.209,59734,142.250.183.14,443,HTTPS,603968,27197740,YouTube,YouTube,Vi,CTDEL5820,LAC3803,Data,Video,"28.618176,77.419489",False,,Good
2f62a4e1-1009-4ac3-8b95-c1fdf8d6ed65,091578436999,352267117062345,6857111219,2025-08-23T02:46:16.532943,2025-08-23T02:48:46.532943,150,106.51.120.160,62092,142.250.183.14,443,HTTPS,738060,9196520,YouTube,YouTube,Vi,CTDEL9309,LAC9150,Data,Video,"28.637868,77.395228",False,,Good
3e390996-4fac-4918-92cc-ba5c1a9435e1,091578436999,352267115295198,6857111219,2025-08-23T02:46:23.532943,2025-08-23T02:48:40.532943,137,117.97.105.16,19651,205.126.71.57,443,HTTPS,268693,3123742,Instagram,Instagram,Vi,CTDEL4097,LAC9867,Data,Social,"28.664685,77.400316",False,,Good
ed21cad2-6035-4844-a557-12b5909f4a65,091578436999,358495098700641,6857111219,2025-08-23T02:46:41.532943,2025-08-23T02:48:09.532943,88,117.97.105.16,52922,91.108.4.41,443,HTTPS,19201,416861,WhatsApp,WhatsApp,Vi,CTDEL9950,LAC6721,Data,IM,"28.594516,77.408683",False,,Good
d9bcfa0e-3b3c-44fb-86b0-b6881cfb37c4,091578436999,352267117062345,6857111219,2025-08-23T02:47:23.532943,2025-08-23T02:48:46.532943,83,203.122.74.209,42407,91.108.4.41,443,HTTPS,47915,139099,WhatsApp,WhatsApp,Vi,CTDEL7222,LAC6635,Data,IM,"28.606011,77.448676",False,,Good
cb8b0587-eb5e-47fa-a09f-b7f17616ca77,091578436999,358495098700641,6857111219,2025-08-23T02:47:36.532943,2025-08-23T02:51:45.532943,249,203.122.246.127,23780,215.12.255.166,443,HTTPS,184859,2719072,Instagram,Instagram,Vi,CTDEL7794,LAC1120,Data,Social,"28.618549,77.414469",False,,Good
b5df1fbd-7df8-4a0c-85cf-0b39796648f3,091578436999,352267115295198,6857111219,2025-08-23T02:47:42.532943,2025-08-23T02:51:47.532943,245,117.18.103.160,38347,203.39.156.135,443,HTTPS,409580,2854902,Instagram,Instagram,Vi,CTDEL2672,LAC4095,Data,Social,"28.599704,77.457669",False,,Good
18d5f3ba-a04d-4e81-a40b-c248f0b6ed39,091578436999,352267117062345,6857111219,2025-08-23T02:48:36.532943,2025-08-23T02:50:06.532943,90,106.51.120.160,15220,142.250.183.14,80,HTTPS,967066,33899304,YouTube,YouTube,Vi,CTDEL3137,LAC3889,Data,Video,"28.603281,77.427225",False,,Good
5dcf312c-2adf-47de-8483-f5c1dbf71f4f,091578436999,358495098700641,6857111219,2025-08-23T02:49:00.532943,2025-08-23T02:50:52.532943,112,203.122.205.130,2552,142.250.183.14,443,HTTPS,667990,21177711,YouTube,YouTube,Vi,CTDEL6230,LAC1858,Data,Video,"28.602619,77.390952",False,,Good
08f4dd6c-5549-445b-b4fb-f37b6645b4c5,091578436999,352267117062345,6857111219,2025-08-23T02:50:08.532943,2025-08-23T02:52:19.532943,131,117.97.105.16,63051,194.202.106.116,443,HTTPS,430590,2975790,Instagram,Instagram,Vi,CTDEL2759,LAC8395,Data,Social,"28.647663,77.422673",False,,Good
8e6f4230-d6ea-4083-8ea3-070cfb9b3272,091578436999,358495098700641,6857111219,2025-08-23T02:50:16.532943,2025-08-23T02:54:52.532943,276,117.97.14.227,51894,91.108.4.41,443,HTTPS,21385,359173,WhatsApp,WhatsApp,Vi,CTDEL7869,LAC8229,Data,IM,"28.660831,77.426739",False,,Good
c6df101a-4849-4468-b1be-c9c75b37ae5d,091578436999,352267117062345,6857111219,2025-08-23T02:50:57.532943,2025-08-23T02:53:41.532943,164,203.122.205.130,35570,157.240.12.35,5222,HTTPS,48734,464267,WhatsApp,WhatsApp,Vi,CTDEL9135,LAC6564,Data,IM,"28.622411,77.421991",False,,Good
ef3c7cec-b2e3-4b68-b6a4-5dd79f466661,091578436999,352267117062345,6857111219,2025-08-23T02:51:06.532943,2025-08-23T03:11:02.532943,1196,117.18.103.160,20005,193.84.5.23,443,HTTPS,256684,2713500,Instagram,Instagram,Vi,CTDEL1638,LAC3492,Data,Social,"28.614825,77.440807",False,,Good
d1d425b0-729c-4d9f-ba1d-05f3a2bfe0f0,091578436999,352267115295198,6857111219,2025-08-23T02:51:27.532943,2025-08-23T03:09:39.532943,1092,117.97.14.227,63579,31.177.20.164,443,HTTPS,237597,3080109,Instagram,Instagram,Vi,CTDEL3360,LAC3508,Data,Social,"28.633621,77.415625",False,,Good
b1bcc577-2e28-4342-ac44-438356896f98,091578436999,352267117062345,6857111219,2025-08-23T02:52:03.532943,2025-08-23T02:53:50.532943,107,203.122.205.130,26690,47.244.107.0,443,HTTPS,121007,2486684,Instagram,Instagram,Vi,CTDEL1444,LAC1735,Data,Social,"28.667792,77.408113",False,,Good
0a7b5a82-a8aa-47cc-b9b9-27a3c8f36285,091578436999,352267115295198,6857111219,2025-08-23T02:52:16.532943,2025-08-23T02:54:23.532943,127,117.97.14.227,46076,157.240.12.35,5222,HTTPS,37257,413522,WhatsApp,WhatsApp,Vi,CTDEL3145,LAC3158,Data,IM,"28.624837,77.40444",False,,Good
1778b423-0dd8-4b93-9819-40185fedbf94,091578436999,352267117062345,6857111219,2025-08-23T02:52:38.532943,2025-08-23T02:56:56.532943,258,125.99.165.149,62595,91.108.4.41,443,HTTPS,25316,70047,WhatsApp,WhatsApp,Vi,CTDEL7571,LAC9849,Data,IM,"28.620421,77.420379",False,,Good
71b4dd85-f8ba-435f-8016-f713468bcc28,091578436999,352267115295198,6857111219,2025-08-23T02:52:39.532943,2025-08-23T03:00:08.532943,449,203.122.205.130,51881,91.108.4.41,5222,HTTPS,25072,272579,WhatsApp,WhatsApp,Vi,CTDEL9087,LAC9976,Data,IM,"28.578708,77.436547",False,,Good
6733bd19-e3ff-4984-803b-4c8d034ed08d,091578436999,352267117062345,6857111219,2025-08-23T02:52:48.532943,2025-08-23T03:04:06.532943,678,125.99.165.149,57169,157.240.12.35,5222,HTTPS,7201,319220,WhatsApp,WhatsApp,Vi,CTDEL6096,LAC5857,Data,IM,"28.619662,77.418831",False,,Good
fba6b29b-7475-4169-a4cf-1d845b013004,091578436999,352267115295198,6857111219,2025-08-23T02:52:53.532943,2025-08-23T02:56:17.532943,204,103.21.56.187,45065,157.240.12.35,5222,HTTPS,43675,263881,WhatsApp,WhatsApp,Vi,CTDEL9626,LAC9667,Data,IM,"28.645017,77.419802",False,,Good
62855810-24d8-496b-934a-2cd5622274c9,091578436999,358495098700641,6857111219,2025-08-23T02:53:01.532943,2025-08-23T03:04:35.532943,694,117.97.105.16,32070,157.240.12.35,443,HTTPS,24125,93228,WhatsApp,WhatsApp,Vi,CTDEL3422,LAC4502,Data,IM,"28.647564,77.392134",False,,Good
a6d936f1-d8d2-47ed-b869-1c19cb5d9274,091578436999,352267115295198,6857111219,2025-08-23T02:55:04.532943,2025-08-23T03:24:55.532943,1791,125.99.165.149,12177,91.108.4.41,443,HTTPS,47634,168634,WhatsApp,WhatsApp,Vi,CTDEL9012,LAC6070,Data,IM,"28.617837,77.433902",False,,Good
7c349655-2ab3-4ce2-84f8-74d15c490e21,091578436999,352267115295198,6857111219,2025-08-23T02:55:04.532943,2025-08-23T02:57:32.532943,148,117.97.105.16,46880,223.91.63.202,443,HTTPS,249177,534731,Instagram,Instagram,Vi,CTDEL5086,LAC9555,Data,Social,"28.632426,77.428317",False,,Good
3bd4e6a3-f957-4b44-9fe0-751ece7a9065,091578436999,358495098700641,6857111219,2025-08-23T02:55:33.532943,2025-08-23T02:58:51.532943,198,117.97.14.227,47347,91.108.4.41,5222,HTTPS,25870,264422,WhatsApp,WhatsApp,Vi,CTDEL4408,LAC1307,Data,IM,"28.592926,77.404385",False,,Good
20052983-f6eb-4195-ba37-8937943a9f07,091578436999,358495098700641,6857111219,2025-08-23T02:56:07.532943,2025-08-23T02:58:07.532943,120,106.51.120.160,47062,142.250.183.14,80,HTTPS,943811,14217886,YouTube,YouTube,Vi,CTDEL5520,LAC9088,Data,Video,"28.614639,77.415618",False,,Good
bf4c660e-4c4a-490d-bcdb-116897ad86f6,091578436999,352267117062345,6857111219,2025-08-23T02:56:47.532943,2025-08-23T03:07:03.532943,616,125.99.165.149,28733,132.205.210.2,443,HTTPS,311163,3549050,Instagram,Instagram,Vi,CTDEL1204,LAC6374,Data,Social,"28.630293,77.437132",False,,Good
8c925c5e-9aa0-4ad2-9353-2ae1a823fe56,091578436999,352267115295198,6857111219,2025-08-23T02:58:17.532943,2025-08-23T03:02:50.532943,273,203.122.246.127,9479,172.217.160.78,443,HTTPS,283885,33324489,YouTube,YouTube,Vi,CTDEL1422,LAC2698,Data,Video,"28.604702,77.403694",False,,Good
e58d30e2-d12e-4d95-a2f6-ac7c441df773,091578436999,358495098700641,6857111219,2025-08-23T02:59:55.532943,2025-08-23T03:16:35.532943,1000,125.99.104.252,2675,90.61.61.36,443,HTTPS,458479,4091392,Instagram,Instagram,Vi,CTDEL7729,LAC8867,Data,Social,"28.620386,77.388627",False,,Good
b56f06c4-640a-40dc-97bc-fecdd85a4c94,091578436999,352267117062345,6857111219,2025-08-23T02:59:57.532943,2025-08-23T03:29:14.532943,1757,117.18.103.160,13956,91.108.4.41,5222,HTTPS,29020,456212,WhatsApp,WhatsApp,Vi,CTDEL8485,LAC7355,Data,IM,"28.628642,77.426758",False,,Good
bce6309e-3255-4cf0-bc0c-fddbf201b278,091578436999,358755076239037,6857111219,2025-08-23T03:00:18.532943,2025-08-23T03:01:55.532943,97,117.18.103.160,23842,142.250.183.14,443,HTTPS,100815,20778605,YouTube,YouTube,Vi,CTDEL4608,LAC9739,Data,Video,"28.639073,77.434588",False,,Good
3773f913-dcc0-494a-84b6-4918fe7a46cd,091578436999,358755076239037,6857111219,2025-08-23T03:01:25.532943,2025-08-23T03:26:22.532943,1497,125.99.165.149,56971,142.250.183.14,443,HTTPS,733746,47036818,YouTube,YouTube,Vi,CTDEL6312,LAC9919,Data,Video,"28.634318,77.383235",False,,Good
2142cb9a-11b4-46ff-b62e-94cdc8e785e1,091578436999,358495098700641,6857111219,2025-08-23T03:01:45.532943,2025-08-23T03:04:10.532943,145,106.51.120.160,8432,208.128.74.234,443,HTTPS,157739,4258984,Instagram,Instagram,Vi,CTDEL4269,LAC9418,Data,Social,"28.626814,77.384888",False,,Good
ec77646b-8644-4b52-bcf6-b277c8727c18,091578436999,352267117062345,6857111219,2025-08-23T03:01:56.532943,2025-08-23T03:22:06.532943,1210,106.51.120.160,59022,91.108.4.41,443,HTTPS,23567,327045,WhatsApp,WhatsApp,Vi,CTDEL7291,LAC7719,Data,IM,"28.630543,77.437196",False,,Good
999270df-80ee-489a-b5b8-b3e32d2b8e20,091578436999,358755076239037,6857111219,2025-08-23T03:02:25.532943,2025-08-23T03:05:18.532943,173,203.122.246.127,16523,205.215.95.241,443,HTTPS,417880,3213768,Instagram,Instagram,Vi,CTDEL1897,LAC7386,Data,Social,"28.632823,77.439216",False,,Good
850b06f1-711e-4ccc-983c-cdf72d40fcbf,091578436999,358495098700641,6857111219,2025-08-23T03:02:43.532943,2025-08-23T03:17:21.532943,878,117.97.14.227,4779,157.240.12.35,5222,HTTPS,30993,98681,WhatsApp,WhatsApp,Vi,CTDEL9553,LAC6161,Data,IM,"28.629193,77.406076",False,,Good
6a4a7532-e593-4b34-a0fa-0c4fab25bb69,091578436999,358495098700641,6857111219,2025-08-23T03:03:21.532943,2025-08-23T03:04:39.532943,78,117.97.105.16,48461,91.108.4.41,5222,HTTPS,24688,309348,WhatsApp,WhatsApp,Vi,CTDEL1912,LAC2751,Data,IM,"28.607069,77.431737",False,,Good
2011ae87-394f-4ddb-a5cd-7c053f5d0a3f,091578436999,352267115295198,6857111219,2025-08-23T03:04:17.532943,2025-08-23T03:05:33.532943,76,106.51.120.160,5344,157.240.12.35,5222,HTTPS,7215,326652,WhatsApp,WhatsApp,Vi,CTDEL8679,LAC1036,Data,IM,"28.598657,77.413323",False,,Good
7cad974c-c930-4b61-9a83-a7aa232c63a7,091578436999,352267115295198,6857111219,2025-08-23T03:04:53.532943,2025-08-23T03:30:22.532943,1529,203.122.205.130,1372,157.240.12.35,443,HTTPS,12842,292923,WhatsApp,WhatsApp,Vi,CTDEL3233,LAC9097,Data,IM,"28.62854,77.404792",False,,Good
40b4d40c-dfda-43b3-9ea2-871a87889f15,091578436999,352267115295198,6857111219,2025-08-23T03:04:55.532943,2025-08-23T03:13:13.532943,498,125.99.165.149,58139,172.217.160.78,80,HTTPS,400152,20134156,YouTube,YouTube,Vi,CTDEL4432,LAC5027,Data,Video,"28.657034,77.446206",False,,Good
